Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
2015,1,,29,29,Blue Jays,Y,$1944800,Jon Harris (minors),RHP,,,,,,,,,,,,,4Yr,Missouri State University (Springfield MO)
2015,2,,56,14,Blue Jays,N,,Brady Singer (minors)\singebr01,RHP,1.5,0,0,0,,,29,7,11,4.44,1.36,0,HS,Eustis HS (Eustis FL)
2015,3,,91,16,Blue Jays,Y,$300000,Justin Maese (minors),RHP,,,,,,,,,,,,,HS,Ysleta HS (El Paso TX)
2015,4,,122,17,Blue Jays,Y,$450000,Carl Wise (minors),3B,,,,,,,,,,,,,4Yr,College of Charleston (Charleston SC)
2015,5,,152,17,Blue Jays,Y,$330000,Jose Espada (minors),RHP,,,,,,,,,,,,,HS,Jose Collazo Colon HS (Juncos Puerto Rico)
2015,6,,182,17,Blue Jays,Y,$250000,J.C. Cardenas (minors),SS,,,,,,,,,,,,,4Yr,Barry University (Miami Shores FL)
2015,7,,212,17,Blue Jays,Y,$170000,Travis Bergen (minors)\bergetr01,LHP,0.7,22,0,0,,,39,5,0,3.96,1.40,1,4Yr,Kennesaw State University (Kennesaw GA)
2015,8,,242,17,Blue Jays,Y,$100000,Danny Young (minors),LHP,,,,,,,,,,,,,4Yr,University of Florida (Gainesville FL)
2015,9,,272,17,Blue Jays,Y,$10000,Connor Panas (minors),3B,,,,,,,,,,,,,4Yr,Canisius College (Buffalo NY)
2015,10,,302,17,Blue Jays,Y,$100000,Owen Spiwak (minors),C,,,,,,,,,,,,,JC,Odessa College (Odessa TX)
2015,11,,332,17,Blue Jays,N,,Marrick Crouse (minors),RHP,,,,,,,,,,,,,HS,Dana Hills HS (Dana Point CA)
2015,12,,362,17,Blue Jays,Y,,D.J. McKnight (minors),OF,,,,,,,,,,,,,JC,Tallahassee Community College (Tallahassee FL)
2015,13,,392,17,Blue Jays,N,,Daniel Perry (minors),SS,,,,,,,,,,,,,HS,Lassen HS (Susanville CA)
