Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
2017,1,,25,25,Nationals,Y,$2800000,Seth Romero (minors)\romerse01,LHP,-0.2,0,0,0,,,3,0,0,13.50,3.00,0,4Yr,University of Houston (Houston TX)
2017,2,,65,29,Nationals,Y,$946500,Wil Crowe (minors)\crowewi01,RHP,-1.0,10,11,0,.091,.258,15,1,7,7.06,1.76,0,4Yr,University of South Carolina (Columbia SC)
2017,3,,103,28,Nationals,Y,$475000,Nick Raquet (minors),LHP,,,,,,,,,,,,,4Yr,College of William and Mary (Williamsburg VA)
2017,4,,133,28,Nationals,Y,$150000,Cole Freeman (minors),2B,,,,,,,,,,,,,4Yr,Louisiana State University (Baton Rouge LA)
2017,5,,163,28,Nationals,Y,$291200,Brigham Hill (minors),RHP,,,,,,,,,,,,,4Yr,Texas A&M University (College Station TX)
2017,6,,193,28,Nationals,Y,$226100,Kyle Johnston (minors),RHP,,,,,,,,,,,,,4Yr,University of Texas at Austin (Austin TX)
2017,7,,223,28,Nationals,Y,$300000,Jackson Tetreault (minors),RHP,,,,,,,,,,,,,JC,State College of Florida Manatee-Sarasota (Bradenton FL)
2017,8,,253,28,Nationals,Y,$10000,Jared Brasher (minors),RHP,,,,,,,,,,,,,4Yr,Samford University (Homewood AL)
2017,9,,283,28,Nationals,Y,$185000,Alex Troop (minors),LHP,,,,,,,,,,,,,4Yr,Michigan State University (East Lansing MI)
2017,10,,313,28,Nationals,Y,$100000,Trey Turner (minors),RHP,,,,,,,,,,,,,4Yr,Missouri State University (Springfield MO)
2017,11,,343,28,Nationals,Y,$125000,Justin Connell (minors),OF,,,,,,,,,,,,,HS,American Heritage HS (Plantation FL)
2017,12,,373,28,Nationals,Y,$175000,Jackson Stoeckinger (minors),LHP,,,,,,,,,,,,,JC,College of Central Florida (Ocala FL)
2017,13,,403,28,Nationals,Y,,Eric Senior (minors),OF,,,,,,,,,,,,,JC,Midland College (Midland TX)
