Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
2014,3,,90,16,Orioles,Y,$700000,Brian Gonzalez (minors),LHP,,,,,,,,,,,,,HS,Archbishop McCarthy HS (Southwest Ranches FL)
2014,4,,121,16,Orioles,Y,$428100,Pat Connaughton (minors),RHP,,,,,,,,,,,,,4Yr,University of Notre Dame (South Bend IN)
2014,5,,151,16,Orioles,Y,$280000,David Hess (minors)\hessda01,RHP,-0.1,6,5,0,.000,.167,48,5,20,5.83,1.47,0,4Yr,Tennessee Technological University (Cookeville TN)
2014,6,,181,16,Orioles,Y,$650000,Tanner Scott (minors)\scottta01,LHP,2.3,6,0,0,,,146,7,7,4.07,1.50,1,JC,Howard College (Big Spring TX)
2014,7,,211,16,Orioles,Y,$175000,Max Schuh (minors),LHP,,,,,,,,,,,,,4Yr,University of California Los Angeles (Los Angeles CA)
2014,8,,241,16,Orioles,Y,$10000,Stevie Wilkerson (minors)\wilkest01,2B,-1.2,163,447,10,.210,.608,5,0,0,7.11,1.26,1,4Yr,Clemson University (Clemson SC)
2014,9,,271,16,Orioles,Y,$10000,Austin Anderson (minors),3B,,,,,,,,,,,,,4Yr,University of Mississippi (Oxford MS)
2014,10,,301,16,Orioles,Y,$5000,Jay Gonzalez (minors),CF,,,,,,,,,,,,,4Yr,University of Mount Olive (Mount Olive NC)
2014,11,,331,16,Orioles,Y,,John Means (minors)\meansjo01,LHP,8.8,3,3,0,.333,.833,54,18,17,3.53,1.04,0,4Yr,West Virginia University (Morgantown WV)
2014,12,,361,16,Orioles,Y,,Nigel Nootbaar (minors),RHP,,,,,,,,,,,,,4Yr,University of Southern California (Los Angeles CA)
2014,13,,391,16,Orioles,Y,,Matt Trowbridge (minors),LHP,,,,,,,,,,,,,4Yr,Central Michigan University (Mount Pleasant MI)
2014,14,,421,16,Orioles,Y,,Gerrion Grim (minors),RF,,,,,,,,,,,,,JC,Jefferson College (Hillsboro MO)
2014,15,,451,16,Orioles,Y,$115000,Alejandro Juvier (minors),2B,,,,,,,,,,,,,HS,Doral Academy Preparatory School (Doral FL)
2014,16,,481,16,Orioles,Y,,Tanner Chleborad (minors),RHP,,,,,,,,,,,,,4Yr,Washington State University (Pullman WA)
2014,17,,511,16,Orioles,Y,,Jean Cosme (minors),RHP,,,,,,,,,,,,,HS,Colegio Sagrada Familia (Toa Alta Puerto Rico)
